S.No,Category,Context,English,Tamil,Source,File Location
222,Auth - Signup,Account created success,Your account has been created successfully. You can now participate in research studies and surveys.,உங்கள் கணக்கு வெற்றிகரமாக உருவாக்கப்பட்டது. நீங்கள் இப்போது ஆராய்ச்சி ஆய்வுகள் மற்றும் கணக்கெடுப்புகளில் பங்கேற்கலாம்.,Frontend,src/core/i18n/translations.ts
223,Auth - Signup,First name required error,First name is required,முதல் பெயர் தேவை,Frontend,src/core/i18n/translations.ts
224,Auth - Signup,Last name required error,Last name is required,கடைசி பெயர் தேவை,Frontend,src/core/i18n/translations.ts
225,Auth - Signup,Email required error,Email is required,மின்னஞ்சல் தேவை,Frontend,src/core/i18n/translations.ts
226,Auth - Signup,Email invalid error,Email is invalid,மின்னஞ்சல் தவறானது,Frontend,src/core/i18n/translations.ts
227,Auth - Signup,Password required error,Password is required,கடவுச்சொல் தேவை,Frontend,src/core/i18n/translations.ts
228,Auth - Signup,Confirm password required error,Please confirm your password,உங்கள் கடவுச்சொல்லை உறுதிப்படுத்தவும்,Frontend,src/core/i18n/translations.ts
229,Auth - Signup,Password mismatch error,Passwords do not match,கடவுச்சொற்கள் பொருந்தவில்லை,Frontend,src/core/i18n/translations.ts
230,Auth - Signup,Address required error,Street address is required,தெரு முகவரி தேவை,Frontend,src/core/i18n/translations.ts
231,Auth - Signup,City required error,City is required,நகரம் தேவை,Frontend,src/core/i18n/translations.ts
232,Auth - Signup,State required error,State is required,மாநிலம் தேவை,Frontend,src/core/i18n/translations.ts
233,Auth - Signup,Country required error,Country or region is required,நாடு அல்லது பகுதி தேவை,Frontend,src/core/i18n/translations.ts
234,Auth - Signup,Zip code required error,Zip code is required,அஞ்சல் குறியீடு தேவை,Frontend,src/core/i18n/translations.ts
235,Auth - Signup,Date of birth required error,Date of birth is required,பிறந்த தேதி தேவை,Frontend,src/core/i18n/translations.ts
236,Auth - Signup,Gender required error,Gender is required,பாலினம் தேவை,Frontend,src/core/i18n/translations.ts
237,Auth - Signup,Terms required error,You must accept the terms and conditions,விதிமுறைகள் மற்றும் நிபந்தனைகளை ஏற்க வேண்டும்,Frontend,src/core/i18n/translations.ts
238,Auth - Signup,Privacy required error,You must accept the privacy policy,தனியுரிமைக் கொள்கையை ஏற்க வேண்டும்,Frontend,src/core/i18n/translations.ts
239,Auth - Signup,Registration failed error,Registration failed. Please try again.,பதிவு தோல்வியடைந்தது. மீண்டும் முயற்சிக்கவும்.,Frontend,src/core/i18n/translations.ts
240,Auth - Signup,Optional marker,(Optional),(விரும்பினால்),Frontend,src/core/i18n/translations.ts
241,Auth - Signup - FAQ,Question 1,What's a focus group?,ஃபோகஸ் குழு என்றால் என்ன?,Frontend,src/core/i18n/translations.ts
242,Auth - Signup - FAQ,Answer 1,"A focus group is a round-table discussion on products and services that you use. The discussions are led by market research professionals and usually last between 1–2 hours. While focus groups are a common type of research study, we also conduct taste tests, product trials, in-home interviews, shop-along interviews, phone interviews, and online research. When you're done, you will receive an incentive for your contribution!","ஃபோகஸ் குழு என்பது நீங்கள் பயன்படுத்தும் தயாரிப்புகள் மற்றும் சேவைகள் பற்றிய வட்ட மேசை விவாதமாகும். இந்த விவாதங்கள் சந்தை ஆராய்ச்சி நிபுணர்களால் நடத்தப்படுகின்றன மற்றும் பொதுவாக 1-2 மணி நேரம் நீடிக்கும். ஃபோகஸ் குழுக்கள் பொதுவான ஆய்வு வகையாக இருந்தாலும், நாங்கள் சுவை சோதனைகள், தயாரிப்பு சோதனைகள், வீட்டு நேர்காணல்கள், கடை-உடன் நேர்காணல்கள், தொலைபேசி நேர்காணல்கள் மற்றும் ஆன்லைன் ஆராய்ச்சியையும் நடத்துகிறோம். நீங்கள் முடித்த பிறகு, உங்கள் பங்களிப்புக்கான ஊக்கத்தொகையைப் பெறுவீர்கள்!",Frontend,src/core/i18n/translations.ts
243,Auth - Signup - FAQ,Question 2,Why and how do I register?,நான் ஏன் மற்றும் எப்படி பதிவு செய்வது?,Frontend,src/core/i18n/translations.ts
244,Auth - Signup - FAQ,Answer 2,"Registering will add you to Thought Metrics' participant community, giving you access to various study opportunities. During the sign-up process, we will ask for: • Contact information • Demographic details • Household information This helps us identify if you qualify for a particular project. Additional screening may be needed to confirm qualification.","பதிவு செய்வது Thought Metrics பங்கேற்பாளர் சமூகத்தில் உங்களைச் சேர்க்கும், பல்வேறு ஆய்வு வாய்ப்புகளுக்கான அணுகலை வழங்கும். பதிவு செயல்முறையின் போது, நாங்கள் கேட்போம்: • தொடர்பு தகவல் • மக்கள்தொகை விவரங்கள் • குடும்ப தகவல் இது ஒரு குறிப்பிட்ட திட்டத்திற்கு நீங்கள் தகுதியுடையவரா என்பதை அடையாளம் காண உதவுகிறது. தகுதியை உறுதிப்படுத்த கூடுதல் திரையிடல் தேவைப்படலாம்.",Frontend,src/core/i18n/translations.ts
245,Auth - Signup - FAQ,Question 3,Where does Thought Metrics do a focus group?,Thought Metrics எங்கு ஃபோகஸ் குழுவை நடத்துகிறது?,Frontend,src/core/i18n/translations.ts
246,Auth - Signup - FAQ,Answer 3,"Thought Metrics has focus group facilities across India. When you register, you can choose the one nearest to you. If you do not live close to any facility, you can register for our national database, and you will be eligible for phone or online interviews.",Thought Metrics இந்தியா முழுவதும் ஃபோகஸ் குழு வசதிகளைக் கொண்டுள்ளது. நீங்கள் பதிவு செய்யும்போது, உங்களுக்கு மிக அருகில் உள்ளதைத் தேர்வு செய்யலாம். நீங்கள் எந்த வசதிக்கும் அருகில் வசிக்கவில்லை என்றால், எங்கள் தேசிய தரவுத்தளத்தில் பதிவு செய்யலாம், மேலும் நீங்கள் தொலைபேசி அல்லது ஆன்லைன் நேர்காணல்களுக்கு தகுதியுடையவராக இருப்பீர்கள்.,Frontend,src/core/i18n/translations.ts
247,Auth - Signup - FAQ,Question 4,Do you do other types of studies?,நீங்கள் வேறு வகையான ஆய்வுகளை செய்கிறீர்களா?,Frontend,src/core/i18n/translations.ts
248,Auth - Signup - FAQ,Answer 4,"Yes! While focus groups are a common type of research study, we also conduct: • Online surveys • Phone surveys • In-home interviews • Shop-along interviews • Product trials • Taste tests","ஆம்! ஃபோகஸ் குழுக்கள் பொதுவான ஆய்வு வகையாக இருந்தாலும், நாங்கள் இதையும் நடத்துகிறோம்: • ஆன்லைன் கணக்கெடுப்புகள் • தொலைபேசி கணக்கெடுப்புகள் • வீட்டு நேர்காணல்கள் • கடை-உடன் நேர்காணல்கள் • தயாரிப்பு சோதனைகள் • சுவை சோதனைகள்",Frontend,src/core/i18n/translations.ts
249,Auth - Signup - FAQ,Question 5,"Once I have registered, what happens?",நான் பதிவு செய்த பிறகு என்ன நடக்கும்?,Frontend,src/core/i18n/translations.ts
250,Auth - Signup - FAQ,Answer 5,"Once you register, your details are stored in the Thought Metrics participant community. From there: • You may be contacted for projects you qualify for based on your profile • Some additional screening may be required to confirm eligibility • When selected, you will be provided with study details, timing, and incentive information","நீங்கள் பதிவு செய்த பிறகு, உங்கள் விவரங்கள் Thought Metrics பங்கேற்பாளர் சமூகத்தில் சேமிக்கப்படுகின்றன. அங்கிருந்து: • உங்கள் சுயவிவரத்தின் அடிப்படையில் நீங்கள் தகுதியுடைய திட்டங்களுக்காக தொடர்பு கொள்ளப்படலாம் • தகுதியை உறுதிப்படுத்த சில கூடுதல் திரையிடல் தேவைப்படலாம் • தேர்ந்தெடுக்கப்பட்டால், ஆய்வு விவரங்கள், நேரம் மற்றும் ஊக்கத்தொகை தகவல் உங்களுக்கு வழங்கப்படும்",Frontend,src/core/i18n/translations.ts
251,Auth - Signup - FAQ,Question 6,Is my information safe?,என் தகவல் பாதுகாப்பானதா?,Frontend,src/core/i18n/translations.ts
252,Auth - Signup - FAQ,Answer 6,"Yes! Thought Metrics adheres to the Insights Association Code of Standards and Ethics for Market Research and Data Analytics. Your information is kept completely confidential. We do not sell or share your information with any third party. For more information, please see our Privacy Policy.",ஆம்! Thought Metrics சந்தை ஆராய்ச்சி மற்றும் தரவு பகுப்பாய்விற்கான Insights சங்க தர நெறிமுறைகள் மற்றும் நெறிமுறைகளை கடைபிடிக்கிறது. உங்கள் தகவல் முற்றிலும் ரகசியமாக வைக்கப்படுகிறது. நாங்கள் உங்கள் தகவலை எந்த மூன்றாம் தரப்பினருக்கும் விற்கவோ அல்லது பகிரவோ மாட்டோம். மேலும் தகவலுக்கு, தயவுசெய்து எங்கள் தனியுரிமைக் கொள்கையைப் பார்க்கவும்.,Frontend,src/core/i18n/translations.ts
253,Auth - Signup - FAQ,Question 7,What are my responsibilities as a focus group participant?,ஃபோகஸ் குழு பங்கேற்பாளராக எனது பொறுப்புகள் என்ன?,Frontend,src/core/i18n/translations.ts
254,Auth - Signup - FAQ,Answer 7,"To make research meaningful and accurate, we ask all participants to: • Be truthful when answering questions about yourself and your habits • Arrive for your appointment on time and ready to participate in the discussion • Notify Thought Metrics if you must cancel, with as much advance notice as possible • Enjoy it! Focus groups are fun and engaging","ஆராய்ச்சியை அர்த்தமுள்ளதாகவும் துல்லியமாகவும் செய்ய, அனைத்து பங்கேற்பாளர்களையும் கேட்டுக்கொள்கிறோம்: • உங்களைப் பற்றியும் உங்கள் பழக்கவழக்கங்களைப் பற்றியும் கேள்விகளுக்கு பதிலளிக்கும்போது உண்மையாக இருங்கள் • உங்கள் சந்திப்புக்கு சரியான நேரத்தில் வந்து விவாதத்தில் பங்கேற்கத் தயாராக இருங்கள் • நீங்கள் ரத்து செய்ய வேண்டுமானால், முடிந்தவரை முன் அறிவிப்புடன் Thought Metrics க்கு தெரிவிக்கவும் • அதை அனுபவியுங்கள்! ஃபோகஸ் குழுக்கள் வேடிக்கையானவை மற்றும் ஈர்க்கக்கூடியவை",Frontend,src/core/i18n/translations.ts
255,Auth - Signup - FAQ,Question 8,How do I unsubscribe?,நான் எப்படி குழுவிலகம் செய்வது?,Frontend,src/core/i18n/translations.ts
256,Auth - Signup - FAQ,Answer 8,"If you would like to unsubscribe from our database and no longer receive calls or emails about upcoming focus groups, please click unsubscribe from your account settings.",எங்கள் தரவுத்தளத்திலிருந்து குழுவிலகம் செய்து, வரவிருக்கும் ஃபோகஸ் குழுக்கள் பற்றிய அழைப்புகள் அல்லது மின்னஞ்சல்களைப் பெறாமல் இருக்க விரும்பினால், உங்கள் கணக்கு அமைப்புகளில் இருந்து குழுவிலகம் என்பதைக் கிளிக் செய்யவும்.,Frontend,src/core/i18n/translations.ts
257,Auth - Signup - Payment,Title,Payment Information,பணம் செலுத்தும் தகவல்,Frontend,src/core/i18n/translations.ts
258,Auth - Signup - Payment,Description,Choose how you want to receive payments. You can update this later anytime.,நீங்கள் பணம் பெற விரும்பும் முறையை தேர்வு செய்யவும். நீங்கள் இதை எப்போதும் பின்னர் புதுப்பிக்கலாம்.,Frontend,src/core/i18n/translations.ts
259,Auth - Signup - Payment,Method label,Payment Method,பணம் செலுத்தும் முறை,Frontend,src/core/i18n/translations.ts
260,Auth - Signup - Payment,Method placeholder,Select a method,ஒரு முறையைத் தேர்ந்தெடுக்கவும்,Frontend,src/core/i18n/translations.ts
261,Auth - Signup - Payment,UPI payment option,UPI Payment,UPI பணம் செலுத்துதல்,Frontend,src/core/i18n/translations.ts
262,Auth - Signup - Payment,Bank transfer option,Bank Transfer,வங்கி பரிமாற்றம்,Frontend,src/core/i18n/translations.ts
263,Auth - Signup - Payment,Skip for now option,Skip for now,இப்போதைக்கு தவிர்க்கவும்,Frontend,src/core/i18n/translations.ts
264,Auth - Signup - Payment,Skip message,You can add your payment details later from your profile.,உங்கள் பணம் செலுத்தும் விவரங்களை உங்கள் சுயவிவரத்தில் இருந்து பின்னர் சேர்க்கலாம்.,Frontend,src/core/i18n/translations.ts
265,Auth - Signup - Payment - UPI,UPI ID label,UPI ID (example: name@bank),UPI ஐடி (எடுத்துக்காட்டு: பெயர்@வங்கி),Frontend,src/core/i18n/translations.ts
266,Auth - Signup - Payment - UPI,UPI ID placeholder,Optional if using mobile number,மொபைல் எண்ணைப் பயன்படுத்தினால் விருப்பமானது,Frontend,src/core/i18n/translations.ts
267,Auth - Signup - Payment - UPI,Mobile label,UPI Mobile Number,UPI மொபைல் எண்,Frontend,src/core/i18n/translations.ts
268,Auth - Signup - Payment - UPI,Mobile placeholder,10-digit mobile linked to UPI,UPI உடன் இணைக்கப்பட்ட 10 இலக்க மொபைல்,Frontend,src/core/i18n/translations.ts
269,Auth - Signup - Payment - UPI,Full name label,Full Name (bank-verified),முழு பெயர் (வங்கி சரிபார்க்கப்பட்டது),Frontend,src/core/i18n/translations.ts
270,Auth - Signup - Payment - Bank,Account number label,Bank Account Number,வங்கிக் கணக்கு எண்,Frontend,src/core/i18n/translations.ts
271,Auth - Signup - Payment - Bank,IFSC label,IFSC Code,IFSC குறியீடு,Frontend,src/core/i18n/translations.ts
272,Auth - Signup - Payment - Bank,Holder name label,Account Holder Name,கணக்கு வைத்திருப்பவர் பெயர்,Frontend,src/core/i18n/translations.ts
273,Backend - Common,Not sure option,Not sure,உறுதியாக தெரியவில்லை,Backend,src/scripts/survey-data-factory.ts
274,Backend - Common,Maybe option,Maybe,ஒருவேளை,Backend,src/scripts/survey-data-factory.ts
275,Backend - Common,Shared option,Shared,பகிர்ந்து,Backend,src/scripts/survey-data-factory.ts
276,Backend - Common,Daily frequency,Daily,தினசரி,Backend,src/scripts/survey-data-factory.ts
277,Backend - Common,Weekly frequency,Weekly,வாரந்தோறும்,Backend,src/scripts/survey-data-factory.ts
278,Backend - Common,Monthly frequency,Monthly,மாதந்தோறும்,Backend,src/scripts/survey-data-factory.ts
279,Backend - Common,Rarely frequency,Rarely,அரிதாக,Backend,src/scripts/survey-data-factory.ts
280,Backend - Common,Other option,Other,மற்றவை,Backend,src/scripts/survey-data-factory.ts
281,Backend - Smartphone Brands,Apple brand,Apple,ஆப்பிள்,Backend,src/scripts/survey-data-factory.ts
282,Backend - Smartphone Brands,Samsung brand,Samsung,சாம்சங்,Backend,src/scripts/survey-data-factory.ts
283,Backend - Smartphone Brands,Xiaomi brand,Xiaomi,ஷியோமி,Backend,src/scripts/survey-data-factory.ts
284,Backend - Smartphone Brands,OnePlus brand,OnePlus,ஒன் பிளஸ்,Backend,src/scripts/survey-data-factory.ts
285,Backend - Smartphone Brands,Realme brand,Realme,ரியல்மீ,Backend,src/scripts/survey-data-factory.ts
286,Backend - Skincare Products,Face Serum,Face Serum,முக சீரம்,Backend,src/scripts/survey-data-factory.ts
287,Backend - Skincare Products,Moisturizer,Moisturizer,ஈரப்பதமூட்டி,Backend,src/scripts/survey-data-factory.ts
288,Backend - Skincare Products,Cleanser,Cleanser,க்ளென்சர்,Backend,src/scripts/survey-data-factory.ts
289,Backend - Skincare Products,Sunscreen,Sunscreen,சன்ஸ்க்ரீன்,Backend,src/scripts/survey-data-factory.ts
290,Backend - Skincare Products,Toner,Toner,டோனர்,Backend,src/scripts/survey-data-factory.ts
291,Backend - Banking,HDFC bank,HDFC,எச்டிஎஃப்சி,Backend,src/scripts/survey-data-factory.ts
292,Backend - Banking,ICICI bank,ICICI,ஐசிஐசிஐ,Backend,src/scripts/survey-data-factory.ts
293,Backend - Banking,SBI bank,SBI,எஸ்பிஐ,Backend,src/scripts/survey-data-factory.ts
294,Backend - Banking,Axis bank,Axis,ஆக்சிஸ்,Backend,src/scripts/survey-data-factory.ts
295,Backend - Banking,Kotak bank,Kotak,கோடக்,Backend,src/scripts/survey-data-factory.ts
296,Backend - Survey Titles,Smartphone usage survey,Smartphone Usage Brand Preferences 2025,ஸ்மார்ட்போன் பயன்பாடு மற்றும் பிராண்ட் விருப்பத்தேர்வுகள் 2025,Backend,src/scripts/survey-data-factory.ts
297,Backend - Survey Titles,Personal care survey,Personal Care Product Trial Feedback,தனிப்பட்ட பராமரிப்பு தயாரிப்பு சோதனை கருத்து,Backend,src/scripts/survey-data-factory.ts
298,Backend - Survey Titles,Online banking survey,Online Banking Experience Benchmark,ஆன்லைன் வங்கி அனுபவ தரநிலை,Backend,src/scripts/survey-data-factory.ts
299,Backend - Survey Titles,Streaming habits survey,Streaming Habits Gen Z,ஜென்-இசட் ஸ்ட்ரீமிங் பழக்கங்கள்,Backend,src/scripts/survey-data-factory.ts
300,Backend - Survey Titles,Electric two-wheeler survey,Electric Two Wheeler Purchase Intent,மின்சார இரு சக்கர வாகன வாங்கும் நோக்கம்,Backend,src/scripts/survey-data-factory.ts
301,Backend - Survey Titles,Grocery shopping survey,Grocery Shopping Patterns Tier2,மளிகைகடை அளவு வாங்கல் மாதிரிகள் (டையர்-2),Backend,src/scripts/survey-data-factory.ts
302,Backend - Survey Titles,Employee wellness survey,Employee Wellness Programs Effectiveness,பணியாளர் நல திட்டங்களின் செயல்திறன்,Backend,src/scripts/survey-data-factory.ts
303,Backend - Survey Titles,Voter awareness survey,Voter Awareness Sentiment Pulse,வாக்காளர் விழிப்புணர்வு மற்றும் உணர்வு பரிசோதனை,Backend,src/scripts/survey-data-factory.ts
304,Backend - Survey Titles,OTT subscription survey,OTT Subscription Renewal Drivers,OTT சந்தா புதுப்பிப்பு காரணிகள்,Backend,src/scripts/survey-data-factory.ts
305,Backend - Survey Titles,Insurance comparison survey,Insurance Plan Comparison Study,காப்பீட்டு திட்ட ஒப்பீட்டு ஆய்வு,Backend,src/scripts/survey-data-factory.ts
306,Backend - Survey Titles,Healthy snacking survey,Healthy Snacking Preferences,ஆரோக்கியமான சிற்றுண்டி விருப்பத்தேர்வுகள்,Backend,src/scripts/survey-data-factory.ts
307,Backend - Survey Titles,Electric appliance survey,Electric Appliance Brand Recall,மின்சார உபகரண பிராண்ட் நினைவூட்டல் ஆய்வு,Backend,src/scripts/survey-data-factory.ts
308,Backend - Survey Titles,Ride-hailing survey,Ride Hailing App Satisfaction,சவாரி அழைப்பு பயன்பாடு திருப்தி ஆய்வு,Backend,src/scripts/survey-data-factory.ts
309,Backend - Survey Titles,Beauty skincare survey,Beauty Skincare Product Trial,அழகு மற்றும் தோல் பராமரிப்பு தயாரிப்பு சோதனை,Backend,src/scripts/survey-data-factory.ts
310,Backend - Survey Titles,Small business survey,Small Business Digital Transformation,சிறு வணிக டிஜிட்டல் மாற்றம்,Backend,src/scripts/survey-data-factory.ts
311,Backend - Survey Titles,Luxury brand survey,Luxury Brand Perception Study,ஆடம்பர பிராண்ட் கருத்து ஆய்வு,Backend,src/scripts/survey-data-factory.ts
312,Backend - Survey Titles,Healthcare app survey,Healthcare App Usage Behaviour,சுகாதார பயன்பாடு பயன்பாட்டு நடத்தை,Backend,src/scripts/survey-data-factory.ts
313,Backend - Survey Titles,Online grocery loyalty survey,Online Grocery Loyalty Programs,ஆன்லைன் மளிகைகடை ஆதரவு திட்டங்கள்,Backend,src/scripts/survey-data-factory.ts
314,Backend - Survey Titles,EV charging survey,EV Charging Station Preferences,மின்சார வாகன சார்ஜிங் நிலைய விருப்பத்தேர்வுகள்,Backend,src/scripts/survey-data-factory.ts
315,Backend - Survey Titles,Social media ad survey,Social Media Ad Recall Study,சமூக ஊடக விளம்பர நினைவூட்டல் ஆய்வு,Backend,src/scripts/survey-data-factory.ts
316,Backend - Survey Questions,Smartphone ownership,Do you currently own a smartphone?,உங்களிடம் தற்போது ஸ்மார்ட்போன் உள்ளதா?,Backend,src/scripts/survey-data-factory.ts
317,Backend - Survey Questions,Smartphone brand usage,Which smartphone brand do you currently use?,நீங்கள் தற்போது எந்த ஸ்மார்ட்போன் பிராண்டைப் பயன்படுத்துகிறீர்கள்?,Backend,src/scripts/survey-data-factory.ts
318,Backend - Survey Questions,Smartphone usage duration,How long have you been using your current smartphone? (in months),உங்கள் தற்போதைய ஸ்மார்ட்போனை எவ்வளவு காலமாக பயன்படுத்துகிறீர்கள்? (மாதங்களில்),Backend,src/scripts/survey-data-factory.ts
319,Backend - Survey Questions,Purchase plan,Do you plan to purchase a new smartphone in the next 12 months?,அடுத்த 12 மாதங்களில் புதிய ஸ்மார்ட்போன் வாங்க திட்டமிட்டுள்ளீர்களா?,Backend,src/scripts/survey-data-factory.ts
320,Backend - Survey Questions,Budget range,What is your typical smartphone budget range (in INR)?,உங்கள் வழக்கமான ஸ்மார்ட்போன் பட்ஜெட் வரம்பு (ரூபாயில்) என்ன?,Backend,src/scripts/survey-data-factory.ts
321,Backend - Survey Questions,Decision maker,Are you the primary decision-maker for smartphone purchases?,ஸ்மார்ட்போன் வாங்குவதில் நீங்கள் முதன்மை முடிவெடுப்பவரா?,Backend,src/scripts/survey-data-factory.ts
322,Backend - Survey Messages,Thank you for completion,Thank you for completing this survey!,இந்த கணக்கெடுப்பை முடித்ததற்கு நன்றி!,Backend,src/scripts/survey-data-factory.ts
323,Backend - Survey Messages,Response recorded,Your response has been recorded successfully.,உங்கள் பதில் வெற்றிகரமாக பதிவு செய்யப்பட்டுள்ளது.,Backend,src/scripts/survey-data-factory.ts
